====================================================== Fold 0: 
glycolysis.smallMolecule218 glycolysis.PHYSICAL-ENTITY glycolysis.biochemicalReaction295
glycolysis.unificationXref286 glycolysis.XREF glycolysis.complex38
glycolysis.catalysis293 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant105
glycolysis.chemicalStructure230 glycolysis.STRUCTURE glycolysis.chemicalStructure35
glycolysis.protein221 glycolysis.XREF glycolysis.publicationXref280
glycolysis.unificationXref212 glycolysis.XREF glycolysis.unificationXref124
glycolysis.smallMolecule247 glycolysis.ORGANISM glycolysis.unificationXref199
glycolysis.modulation308 glycolysis.XREF glycolysis.unificationXref256
glycolysis.protein221 glycolysis.XREF glycolysis.unificationXref292
glycolysis.complex282 glycolysis.COMPONENTS glycolysis.unificationXref270
glycolysis.physicalEntityParticipant188 glycolysis.XREF glycolysis.unificationXref256
glycolysis.protein98 glycolysis.PHYSICAL-ENTITY glycolysis.protein66
glycolysis.chemicalStructure60 glycolysis.STRUCTURE glycolysis.chemicalStructure116
glycolysis.physicalEntityParticipant300 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant154
glycolysis.chemicalStructure219 glycolysis.XREF glycolysis.unificationXref198
glycolysis.unificationXref211 glycolysis.XREF glycolysis.unificationXref36
glycolysis.physicalEntityParticipant110 glycolysis.ORGANISM glycolysis.unificationXref278
glycolysis.unificationXref225 glycolysis.XREF glycolysis.physicalEntityParticipant261
glycolysis.unificationXref45 glycolysis.ORGANISM glycolysis.protein209
glycolysis.unificationXref226 glycolysis.ORGANISM glycolysis.unificationXref146
glycolysis.physicalEntityParticipant264 glycolysis.CONTROLLER glycolysis.physicalEntityParticipant217
glycolysis.protein284 glycolysis.XREF glycolysis.unificationXref182
glycolysis.unificationXref225 glycolysis.XREF glycolysis.unificationXref201
glycolysis.publicationXref280 glycolysis.XREF glycolysis.unificationXref99
glycolysis.publicationXref12 glycolysis.XREF glycolysis.unificationXref254
glycolysis.protein209 glycolysis.XREF glycolysis.chemicalStructure186
glycolysis.unificationXref125 glycolysis.ORGANISM glycolysis.unificationXref99
glycolysis.modulation232 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant323
glycolysis.publicationXref14 glycolysis.PARTICIPANTS glycolysis.catalysis2
glycolysis.physicalEntityParticipant120 glycolysis.ORGANISM glycolysis.unificationXref101
glycolysis.unificationXref235 glycolysis.STRUCTURE glycolysis.unificationXref156
glycolysis.unificationXref255 glycolysis.XREF glycolysis.unificationXref198
glycolysis.unificationXref124 glycolysis.XREF glycolysis.complex282
glycolysis.modulation316 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant37
glycolysis.physicalEntityParticipant159 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant173
glycolysis.unificationXref252 glycolysis.XREF glycolysis.modulation232
glycolysis.smallMolecule30 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant110
glycolysis.physicalEntityParticipant110 glycolysis.ORGANISM glycolysis.unificationXref99
glycolysis.modulation317 glycolysis.CONTROLLER glycolysis.catalysis293
glycolysis.publicationXref239 glycolysis.CONTROLLED glycolysis.publicationXref220
glycolysis.protein251 glycolysis.CELLULAR-LOCATION glycolysis.smallMolecule218
glycolysis.unificationXref235 glycolysis.ORGANISM glycolysis.unificationXref126
glycolysis.protein196 glycolysis.XREF glycolysis.publicationXref222
glycolysis.physicalEntityParticipant184 glycolysis.XREF glycolysis.unificationXref130
glycolysis.unificationXref119 glycolysis.XREF glycolysis.unificationXref47
glycolysis.publicationXref222 glycolysis.ORGANISM glycolysis.unificationXref125
glycolysis.physicalEntityParticipant303 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant16
glycolysis.publicationXref280 glycolysis.XREF glycolysis.publicationXref322
glycolysis.smallMolecule149 glycolysis.XREF glycolysis.unificationXref52
glycolysis.unificationXref47 glycolysis.ORGANISM glycolysis.relationshipXref131
glycolysis.unificationXref59 glycolysis.XREF glycolysis.unificationXref211
glycolysis.smallMolecule149 glycolysis.XREF glycolysis.unificationXref127
glycolysis.physicalEntityParticipant217 glycolysis.CONTROLLED glycolysis.modulation316
glycolysis.publicationXref14 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant173
glycolysis.protein221 glycolysis.XREF glycolysis.chemicalStructure53
glycolysis.unificationXref231 glycolysis.XREF glycolysis.unificationXref292
glycolysis.unificationXref286 glycolysis.ORGANISM glycolysis.unificationXref256
glycolysis.physicalEntityParticipant65 glycolysis.CONTROLLER glycolysis.modulation237
glycolysis.unificationXref144 glycolysis.ORGANISM glycolysis.unificationXref224
glycolysis.smallMolecule111 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant120
glycolysis.relationshipXref223 glycolysis.XREF glycolysis.unificationXref182
glycolysis.unificationXref245 glycolysis.XREF glycolysis.unificationXref197
glycolysis.unificationXref212 glycolysis.XREF glycolysis.unificationXref226
glycolysis.smallMolecule234 glycolysis.XREF glycolysis.unificationXref292
glycolysis.biochemicalReaction297 glycolysis.PARTICIPANTS glycolysis.publicationXref9
glycolysis.smallMolecule262 glycolysis.ORGANISM glycolysis.publicationXref222
glycolysis.unificationXref187 glycolysis.STRUCTURE glycolysis.unificationXref156
glycolysis.physicalEntityParticipant37 glycolysis.PHYSICAL-ENTITY glycolysis.protein251
glycolysis.unificationXref270 glycolysis.XREF glycolysis.unificationXref69
glycolysis.biochemicalReaction56 glycolysis.PARTICIPANTS glycolysis.catalysis83
glycolysis.smallMolecule301 glycolysis.ORGANISM glycolysis.relationshipXref266
glycolysis.openControlledVocabulary40 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant61
glycolysis.biochemicalReaction260 glycolysis.CONTROLLED glycolysis.modulation237
glycolysis.smallMolecule160 glycolysis.XREF glycolysis.unificationXref31
glycolysis.chemicalStructure135 glycolysis.XREF glycolysis.unificationXref143
glycolysis.smallMolecule301 glycolysis.ORGANISM glycolysis.relationshipXref131
glycolysis.openControlledVocabulary40 glycolysis.XREF glycolysis.relationshipXref258
glycolysis.unificationXref182 glycolysis.XREF glycolysis.complex282
glycolysis.unificationXref227 glycolysis.XREF glycolysis.biochemicalReaction13
glycolysis.biochemicalReaction260 glycolysis.XREF glycolysis.unificationXref100
glycolysis.publicationXref239 glycolysis.PARTICIPANTS glycolysis.biochemicalReaction13
glycolysis.publicationXref9 glycolysis.XREF glycolysis.unificationXref129
glycolysis.publicationXref280 glycolysis.PARTICIPANTS glycolysis.catalysis73
glycolysis.unificationXref99 glycolysis.XREF glycolysis.relationshipXref46
glycolysis.unificationXref36 glycolysis.STRUCTURE glycolysis.chemicalStructure35
glycolysis.physicalEntityParticipant95 glycolysis.XREF glycolysis.chemicalStructure93
glycolysis.smallMolecule72 glycolysis.XREF glycolysis.unificationXref126
glycolysis.smallMolecule86 glycolysis.ORGANISM glycolysis.relationshipXref258
glycolysis.smallMolecule111 glycolysis.ORGANISM glycolysis.unificationXref246
glycolysis.chemicalStructure186 glycolysis.XREF glycolysis.unificationXref257
glycolysis.unificationXref182 glycolysis.STRUCTURE glycolysis.unificationXref87
glycolysis.physicalEntityParticipant261 glycolysis.RIGHT glycolysis.physicalEntityParticipant177
glycolysis.protein290 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule247
glycolysis.unificationXref187 glycolysis.XREF glycolysis.unificationXref175
glycolysis.unificationXref202 glycolysis.XREF glycolysis.unificationXref128
glycolysis.complex241 glycolysis.STRUCTURE glycolysis.chemicalStructure35
glycolysis.openControlledVocabulary40 glycolysis.XREF glycolysis.chemicalStructure93
glycolysis.chemicalStructure186 glycolysis.XREF glycolysis.publicationXref194
glycolysis.smallMolecule149 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant16
glycolysis.publicationXref94 glycolysis.CONTROLLER glycolysis.publicationXref280
glycolysis.smallMolecule301 glycolysis.PHYSICAL-ENTITY glycolysis.complex139
glycolysis.unificationXref87 glycolysis.STRUCTURE glycolysis.chemicalStructure116
glycolysis.publicationXref244 glycolysis.XREF glycolysis.unificationXref287
glycolysis.smallMolecule218 glycolysis.ORGANISM glycolysis.unificationXref47
glycolysis.smallMolecule86 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule218
glycolysis.complex139 glycolysis.XREF glycolysis.relationshipXref223
glycolysis.unificationXref52 glycolysis.XREF glycolysis.physicalEntityParticipant323
glycolysis.unificationXref45 glycolysis.ORGANISM glycolysis.relationshipXref223
glycolysis.unificationXref99 glycolysis.ORGANISM glycolysis.unificationXref246
glycolysis.protein98 glycolysis.XREF glycolysis.unificationXref245
glycolysis.unificationXref202 glycolysis.ORGANISM glycolysis.smallMolecule51
glycolysis.physicalEntityParticipant122 glycolysis.XREF glycolysis.relationshipXref214
glycolysis.unificationXref156 glycolysis.ORGANISM glycolysis.unificationXref47
glycolysis.modulation308 glycolysis.XREF glycolysis.unificationXref202
glycolysis.physicalEntityParticipant90 glycolysis.PARTICIPANTS glycolysis.catalysis189
glycolysis.catalysis207 glycolysis.PARTICIPANTS glycolysis.modulation313
glycolysis.unificationXref254 glycolysis.XREF glycolysis.unificationXref199
glycolysis.unificationXref257 glycolysis.XREF glycolysis.unificationXref21
glycolysis.unificationXref48 glycolysis.ORGANISM glycolysis.unificationXref47
glycolysis.protein123 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule229
glycolysis.modulation158 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant300
glycolysis.modulation317 glycolysis.XREF glycolysis.unificationXref41
glycolysis.smallMolecule268 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant114
glycolysis.unificationXref287 glycolysis.XREF glycolysis.unificationXref146
glycolysis.unificationXref128 glycolysis.XREF glycolysis.relationshipXref266
glycolysis.physicalEntityParticipant281 glycolysis.PARTICIPANTS glycolysis.modulation308
glycolysis.physicalEntityParticipant315 glycolysis.PARTICIPANTS glycolysis.modulation318
glycolysis.unificationXref197 glycolysis.XREF glycolysis.unificationXref279
glycolysis.unificationXref128 glycolysis.XREF glycolysis.unificationXref270
glycolysis.chemicalStructure60 glycolysis.STRUCTURE glycolysis.chemicalStructure219
glycolysis.physicalEntityParticipant261 glycolysis.CONTROLLER glycolysis.physicalEntityParticipant323
glycolysis.publicationXref239 glycolysis.PARTICIPANTS glycolysis.modulation318
glycolysis.protein123 glycolysis.XREF glycolysis.unificationXref278
glycolysis.physicalEntityParticipant33 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant26
glycolysis.unificationXref252 glycolysis.XREF glycolysis.publicationXref11
glycolysis.unificationXref255 glycolysis.XREF glycolysis.unificationXref213
glycolysis.unificationXref45 glycolysis.ORGANISM glycolysis.complex241
glycolysis.unificationXref48 glycolysis.ORGANISM glycolysis.unificationXref255
glycolysis.chemicalStructure186 glycolysis.XREF glycolysis.smallMolecule304
glycolysis.physicalEntityParticipant61 glycolysis.RIGHT glycolysis.physicalEntityParticipant57
glycolysis.unificationXref182 glycolysis.XREF glycolysis.unificationXref226
glycolysis.modulation317 glycolysis.CONTROLLER glycolysis.publicationXref259
glycolysis.catalysis299 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant57
glycolysis.unificationXref252 glycolysis.XREF glycolysis.protein42
glycolysis.unificationXref286 glycolysis.XREF glycolysis.unificationXref49
glycolysis.protein196 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule218
glycolysis.physicalEntityParticipant233 glycolysis.CONTROLLED glycolysis.physicalEntityParticipant300
glycolysis.catalysis83 glycolysis.CONTROLLED glycolysis.modulation232
glycolysis.physicalEntityParticipant120 glycolysis.XREF glycolysis.unificationXref187
glycolysis.unificationXref99 glycolysis.XREF glycolysis.unificationXref292
glycolysis.unificationXref278 glycolysis.XREF glycolysis.publicationXref11
glycolysis.chemicalStructure35 glycolysis.XREF glycolysis.unificationXref227
glycolysis.unificationXref126 glycolysis.XREF glycolysis.modulation318
glycolysis.publicationXref170 glycolysis.ORGANISM glycolysis.unificationXref257
glycolysis.smallMolecule106 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule247
glycolysis.publicationXref3 glycolysis.XREF glycolysis.chemicalStructure230
glycolysis.unificationXref100 glycolysis.XREF glycolysis.unificationXref245
glycolysis.chemicalStructure116 glycolysis.XREF glycolysis.protein123
glycolysis.publicationXref14 glycolysis.XREF glycolysis.chemicalStructure230
glycolysis.biochemicalReaction295 glycolysis.PARTICIPANTS glycolysis.publicationXref239
glycolysis.unificationXref226 glycolysis.ORGANISM glycolysis.unificationXref257
glycolysis.unificationXref47 glycolysis.ORGANISM glycolysis.chemicalStructure219
glycolysis.smallMolecule234 glycolysis.ORGANISM glycolysis.unificationXref286
glycolysis.physicalEntityParticipant159 glycolysis.PARTICIPANTS glycolysis.biochemicalReaction297
glycolysis.physicalEntityParticipant300 glycolysis.PARTICIPANTS glycolysis.modulation318
glycolysis.protein66 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant33
glycolysis.publicationXref203 glycolysis.XREF glycolysis.unificationXref146
glycolysis.smallMolecule218 glycolysis.XREF glycolysis.publicationXref222
glycolysis.unificationXref31 glycolysis.STRUCTURE glycolysis.chemicalStructure179
glycolysis.unificationXref59 glycolysis.XREF glycolysis.chemicalStructure20
glycolysis.unificationXref130 glycolysis.XREF glycolysis.relationshipXref142
glycolysis.chemicalStructure135 glycolysis.XREF glycolysis.unificationXref129
glycolysis.unificationXref267 glycolysis.ORGANISM glycolysis.smallMolecule247
glycolysis.smallMolecule301 glycolysis.XREF glycolysis.relationshipXref131
glycolysis.physicalEntityParticipant61 glycolysis.XREF glycolysis.unificationXref125
glycolysis.chemicalStructure230 glycolysis.XREF glycolysis.unificationXref101
glycolysis.unificationXref126 glycolysis.ORGANISM glycolysis.unificationXref144
glycolysis.protein284 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant61
glycolysis.physicalEntityParticipant312 glycolysis.CONTROLLED glycolysis.physicalEntityParticipant105
glycolysis.unificationXref287 glycolysis.XREF glycolysis.complex265
glycolysis.smallMolecule134 glycolysis.XREF glycolysis.unificationXref254
glycolysis.unificationXref224 glycolysis.XREF glycolysis.protein284
glycolysis.physicalEntityParticipant228 glycolysis.PARTICIPANTS glycolysis.catalysis2
glycolysis.catalysis293 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant95
glycolysis.relationshipXref266 glycolysis.XREF glycolysis.unificationXref128
glycolysis.unificationXref101 glycolysis.XREF glycolysis.modulation237
glycolysis.unificationXref101 glycolysis.ORGANISM glycolysis.smallMolecule178
glycolysis.chemicalStructure35 glycolysis.STRUCTURE glycolysis.unificationXref231
glycolysis.chemicalStructure88 glycolysis.XREF glycolysis.physicalEntityParticipant37
glycolysis.unificationXref118 glycolysis.XREF glycolysis.relationshipXref214
glycolysis.unificationXref52 glycolysis.XREF glycolysis.unificationXref235
glycolysis.modulation232 glycolysis.XREF glycolysis.unificationXref146
glycolysis.unificationXref202 glycolysis.ORGANISM glycolysis.unificationXref144
glycolysis.unificationXref200 glycolysis.XREF glycolysis.physicalEntityParticipant39
glycolysis.physicalEntityParticipant29 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule247
glycolysis.unificationXref130 glycolysis.ORGANISM glycolysis.unificationXref101
glycolysis.smallMolecule111 glycolysis.ORGANISM glycolysis.unificationXref255
glycolysis.unificationXref175 glycolysis.XREF glycolysis.protein123
glycolysis.publicationXref170 glycolysis.ORGANISM glycolysis.protein209
glycolysis.biochemicalReaction260 glycolysis.PARTICIPANTS glycolysis.physicalEntityParticipant188
glycolysis.physicalEntityParticipant90 glycolysis.RIGHT glycolysis.physicalEntityParticipant281
glycolysis.physicalEntityParticipant39 glycolysis.XREF glycolysis.unificationXref225
glycolysis.complex191 glycolysis.XREF glycolysis.unificationXref182
glycolysis.smallMolecule234 glycolysis.PHYSICAL-ENTITY glycolysis.physicalEntityParticipant180
glycolysis.protein196 glycolysis.PHYSICAL-ENTITY glycolysis.smallMolecule181
glycolysis.physicalEntityParticipant283 glycolysis.COMPONENTS glycolysis.complex75
